"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.27, 2023"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation"
"1987100000","1987","01000","Hokkaido","","5,660,000",""
"1987100000","1987","02000","Aomori-ken","","1,511,000",""
"1987100000","1987","03000","Iwate-ken","","1,427,000",""
"1987100000","1987","04000","Miyagi-ken","","2,206,000",""
"1987100000","1987","05000","Akita-ken","","1,244,000",""
"1987100000","1987","06000","Yamagata-ken","","1,262,000",""
"1987100000","1987","07000","Fukushima-ken","","2,091,000",""
"1987100000","1987","08000","Ibaraki-ken","","2,769,000",""
"1987100000","1987","09000","Tochigi-ken","","1,895,000",""
"1987100000","1987","10000","Gumma-ken","","1,941,000",""
"1987100000","1987","11000","Saitama-ken","","6,071,000",""
"1987100000","1987","12000","Chiba-ken","","5,307,000",""
"1987100000","1987","13000","Tokyo-to","","11,887,000",""
"1987100000","1987","14000","Kanagawa-ken","","7,684,000",""
"1987100000","1987","15000","Niigata-ken","","2,477,000",""
"1987100000","1987","16000","Toyama-ken","","1,120,000",""
"1987100000","1987","17000","Ishikawa-ken","","1,158,000",""
"1987100000","1987","18000","Fukui-ken","","822,000",""
"1987100000","1987","19000","Yamanashi-ken","","841,000",""
"1987100000","1987","20000","Nagano-ken","","2,148,000",""
"1987100000","1987","21000","Gifu-ken","","2,044,000",""
"1987100000","1987","22000","Shizuoka-ken","","3,619,000",""
"1987100000","1987","23000","Aichi-ken","","6,566,000",""
"1987100000","1987","24000","Mie-ken","","1,765,000",""
"1987100000","1987","25000","Shiga-ken","","1,178,000",""
"1987100000","1987","26000","Kyoto-fu","","2,601,000",""
"1987100000","1987","27000","Osaka-fu","","8,737,000",""
"1987100000","1987","28000","Hyogo-ken","","5,319,000",""
"1987100000","1987","29000","Nara-ken","","1,333,000",""
"1987100000","1987","30000","Wakayama-ken","","1,079,000",""
"1987100000","1987","31000","Tottori-ken","","616,000",""
"1987100000","1987","32000","Shimane-ken","","792,000",""
"1987100000","1987","33000","Okayama-ken","","1,924,000",""
"1987100000","1987","34000","Hiroshima-ken","","2,834,000",""
"1987100000","1987","35000","Yamaguchi-ken","","1,592,000",""
"1987100000","1987","36000","Tokushima-ken","","835,000",""
"1987100000","1987","37000","Kagawa-ken","","1,024,000",""
"1987100000","1987","38000","Ehime-ken","","1,525,000",""
"1987100000","1987","39000","Kochi-ken","","836,000",""
"1987100000","1987","40000","Fukuoka-ken","","4,756,000",""
"1987100000","1987","41000","Saga-ken","","880,000",""
"1987100000","1987","42000","Nagasaki-ken","","1,584,000",""
"1987100000","1987","43000","Kumamoto-ken","","1,842,000",""
"1987100000","1987","44000","Oita-ken","","1,247,000",""
"1987100000","1987","45000","Miyazaki-ken","","1,174,000",""
"1987100000","1987","46000","Kagoshima-ken","","1,816,000",""
"1987100000","1987","47000","Okinawa-ken","","1,199,000",""
"1986100000","1986","01000","Hokkaido","","5,673,000",""
"1986100000","1986","02000","Aomori-ken","","1,517,000",""
"1986100000","1986","03000","Iwate-ken","","1,431,000",""
"1986100000","1986","04000","Miyagi-ken","","2,190,000",""
"1986100000","1986","05000","Akita-ken","","1,249,000",""
"1986100000","1986","06000","Yamagata-ken","","1,262,000",""
"1986100000","1986","07000","Fukushima-ken","","2,085,000",""
"1986100000","1986","08000","Ibaraki-ken","","2,746,000",""
"1986100000","1986","09000","Tochigi-ken","","1,880,000",""
"1986100000","1986","10000","Gumma-ken","","1,931,000",""
"1986100000","1986","11000","Saitama-ken","","5,954,000",""
"1986100000","1986","12000","Chiba-ken","","5,219,000",""
"1986100000","1986","13000","Tokyo-to","","11,888,000",""
"1986100000","1986","14000","Kanagawa-ken","","7,553,000",""
"1986100000","1986","15000","Niigata-ken","","2,478,000",""
"1986100000","1986","16000","Toyama-ken","","1,119,000",""
"1986100000","1986","17000","Ishikawa-ken","","1,155,000",""
"1986100000","1986","18000","Fukui-ken","","819,000",""
"1986100000","1986","19000","Yamanashi-ken","","837,000",""
"1986100000","1986","20000","Nagano-ken","","2,143,000",""
"1986100000","1986","21000","Gifu-ken","","2,036,000",""
"1986100000","1986","22000","Shizuoka-ken","","3,597,000",""
"1986100000","1986","23000","Aichi-ken","","6,512,000",""
"1986100000","1986","24000","Mie-ken","","1,756,000",""
"1986100000","1986","25000","Shiga-ken","","1,166,000",""
"1986100000","1986","26000","Kyoto-fu","","2,595,000",""
"1986100000","1986","27000","Osaka-fu","","8,705,000",""
"1986100000","1986","28000","Hyogo-ken","","5,300,000",""
"1986100000","1986","29000","Nara-ken","","1,318,000",""
"1986100000","1986","30000","Wakayama-ken","","1,083,000",""
"1986100000","1986","31000","Tottori-ken","","616,000",""
"1986100000","1986","32000","Shimane-ken","","793,000",""
"1986100000","1986","33000","Okayama-ken","","1,921,000",""
"1986100000","1986","34000","Hiroshima-ken","","2,829,000",""
"1986100000","1986","35000","Yamaguchi-ken","","1,598,000",""
"1986100000","1986","36000","Tokushima-ken","","835,000",""
"1986100000","1986","37000","Kagawa-ken","","1,024,000",""
"1986100000","1986","38000","Ehime-ken","","1,528,000",""
"1986100000","1986","39000","Kochi-ken","","838,000",""
"1986100000","1986","40000","Fukuoka-ken","","4,741,000",""
"1986100000","1986","41000","Saga-ken","","880,000",""
"1986100000","1986","42000","Nagasaki-ken","","1,589,000",""
"1986100000","1986","43000","Kumamoto-ken","","1,840,000",""
"1986100000","1986","44000","Oita-ken","","1,249,000",""
"1986100000","1986","45000","Miyazaki-ken","","1,174,000",""
"1986100000","1986","46000","Kagoshima-ken","","1,816,000",""
"1986100000","1986","47000","Okinawa-ken","","1,188,000",""
"1985100000","1985","01000","Hokkaido","","5,679,439",""
"1985100000","1985","02000","Aomori-ken","","1,524,448",""
"1985100000","1985","03000","Iwate-ken","","1,433,611",""
"1985100000","1985","04000","Miyagi-ken","","2,176,295",""
"1985100000","1985","05000","Akita-ken","","1,254,032",""
"1985100000","1985","06000","Yamagata-ken","","1,261,662",""
"1985100000","1985","07000","Fukushima-ken","","2,080,304",""
"1985100000","1985","08000","Ibaraki-ken","","2,725,005",""
"1985100000","1985","09000","Tochigi-ken","","1,866,066",""
"1985100000","1985","10000","Gumma-ken","","1,921,259",""
"1985100000","1985","11000","Saitama-ken","","5,863,678",""
"1985100000","1985","12000","Chiba-ken","","5,148,163",""
"1985100000","1985","13000","Tokyo-to","","11,829,363",""
"1985100000","1985","14000","Kanagawa-ken","","7,431,974",""
"1985100000","1985","15000","Niigata-ken","","2,478,470",""
"1985100000","1985","16000","Toyama-ken","","1,118,369",""
"1985100000","1985","17000","Ishikawa-ken","","1,152,325",""
"1985100000","1985","18000","Fukui-ken","","817,633",""
"1985100000","1985","19000","Yamanashi-ken","","832,832",""
"1985100000","1985","20000","Nagano-ken","","2,136,927",""
"1985100000","1985","21000","Gifu-ken","","2,028,536",""
"1985100000","1985","22000","Shizuoka-ken","","3,574,692",""
"1985100000","1985","23000","Aichi-ken","","6,455,172",""
"1985100000","1985","24000","Mie-ken","","1,747,311",""
"1985100000","1985","25000","Shiga-ken","","1,155,844",""
"1985100000","1985","26000","Kyoto-fu","","2,586,574",""
"1985100000","1985","27000","Osaka-fu","","8,668,095",""
"1985100000","1985","28000","Hyogo-ken","","5,278,050",""
"1985100000","1985","29000","Nara-ken","","1,304,866",""
"1985100000","1985","30000","Wakayama-ken","","1,087,206",""
"1985100000","1985","31000","Tottori-ken","","616,024",""
"1985100000","1985","32000","Shimane-ken","","794,629",""
"1985100000","1985","33000","Okayama-ken","","1,916,906",""
"1985100000","1985","34000","Hiroshima-ken","","2,819,200",""
"1985100000","1985","35000","Yamaguchi-ken","","1,601,627",""
"1985100000","1985","36000","Tokushima-ken","","834,889",""
"1985100000","1985","37000","Kagawa-ken","","1,022,569",""
"1985100000","1985","38000","Ehime-ken","","1,529,983",""
"1985100000","1985","39000","Kochi-ken","","839,784",""
"1985100000","1985","40000","Fukuoka-ken","","4,719,259",""
"1985100000","1985","41000","Saga-ken","","880,013",""
"1985100000","1985","42000","Nagasaki-ken","","1,593,968",""
"1985100000","1985","43000","Kumamoto-ken","","1,837,747",""
"1985100000","1985","44000","Oita-ken","","1,250,214",""
"1985100000","1985","45000","Miyazaki-ken","","1,175,543",""
"1985100000","1985","46000","Kagoshima-ken","","1,819,270",""
"1985100000","1985","47000","Okinawa-ken","","1,179,097",""
"1984100000","1984","01000","Hokkaido","","5,672,000",""
"1984100000","1984","02000","Aomori-ken","","1,527,000",""
"1984100000","1984","03000","Iwate-ken","","1,433,000",""
"1984100000","1984","04000","Miyagi-ken","","2,161,000",""
"1984100000","1984","05000","Akita-ken","","1,255,000",""
"1984100000","1984","06000","Yamagata-ken","","1,260,000",""
"1984100000","1984","07000","Fukushima-ken","","2,071,000",""
"1984100000","1984","08000","Ibaraki-ken","","2,698,000",""
"1984100000","1984","09000","Tochigi-ken","","1,850,000",""
"1984100000","1984","10000","Gumma-ken","","1,908,000",""
"1984100000","1984","11000","Saitama-ken","","5,784,000",""
"1984100000","1984","12000","Chiba-ken","","5,079,000",""
"1984100000","1984","13000","Tokyo-to","","11,759,000",""
"1984100000","1984","14000","Kanagawa-ken","","7,328,000",""
"1984100000","1984","15000","Niigata-ken","","2,474,000",""
"1984100000","1984","16000","Toyama-ken","","1,116,000",""
"1984100000","1984","17000","Ishikawa-ken","","1,147,000",""
"1984100000","1984","18000","Fukui-ken","","813,000",""
"1984100000","1984","19000","Yamanashi-ken","","826,000",""
"1984100000","1984","20000","Nagano-ken","","2,125,000",""
"1984100000","1984","21000","Gifu-ken","","2,017,000",""
"1984100000","1984","22000","Shizuoka-ken","","3,547,000",""
"1984100000","1984","23000","Aichi-ken","","6,401,000",""
"1984100000","1984","24000","Mie-ken","","1,737,000",""
"1984100000","1984","25000","Shiga-ken","","1,141,000",""
"1984100000","1984","26000","Kyoto-fu","","2,578,000",""
"1984100000","1984","27000","Osaka-fu","","8,632,000",""
"1984100000","1984","28000","Hyogo-ken","","5,252,000",""
"1984100000","1984","29000","Nara-ken","","1,290,000",""
"1984100000","1984","30000","Wakayama-ken","","1,088,000",""
"1984100000","1984","31000","Tottori-ken","","614,000",""
"1984100000","1984","32000","Shimane-ken","","793,000",""
"1984100000","1984","33000","Okayama-ken","","1,909,000",""
"1984100000","1984","34000","Hiroshima-ken","","2,807,000",""
"1984100000","1984","35000","Yamaguchi-ken","","1,601,000",""
"1984100000","1984","36000","Tokushima-ken","","834,000",""
"1984100000","1984","37000","Kagawa-ken","","1,018,000",""
"1984100000","1984","38000","Ehime-ken","","1,526,000",""
"1984100000","1984","39000","Kochi-ken","","839,000",""
"1984100000","1984","40000","Fukuoka-ken","","4,697,000",""
"1984100000","1984","41000","Saga-ken","","878,000",""
"1984100000","1984","42000","Nagasaki-ken","","1,595,000",""
"1984100000","1984","43000","Kumamoto-ken","","1,830,000",""
"1984100000","1984","44000","Oita-ken","","1,248,000",""
"1984100000","1984","45000","Miyazaki-ken","","1,173,000",""
"1984100000","1984","46000","Kagoshima-ken","","1,814,000",""
"1984100000","1984","47000","Okinawa-ken","","1,161,000",""
"1983100000","1983","01000","Hokkaido","","5,656,000",""
"1983100000","1983","02000","Aomori-ken","","1,528,000",""
"1983100000","1983","03000","Iwate-ken","","1,432,000",""
"1983100000","1983","04000","Miyagi-ken","","2,144,000",""
"1983100000","1983","05000","Akita-ken","","1,256,000",""
"1983100000","1983","06000","Yamagata-ken","","1,258,000",""
"1983100000","1983","07000","Fukushima-ken","","2,061,000",""
"1983100000","1983","08000","Ibaraki-ken","","2,670,000",""
"1983100000","1983","09000","Tochigi-ken","","1,835,000",""
"1983100000","1983","10000","Gumma-ken","","1,893,000",""
"1983100000","1983","11000","Saitama-ken","","5,700,000",""
"1983100000","1983","12000","Chiba-ken","","5,005,000",""
"1983100000","1983","13000","Tokyo-to","","11,700,000",""
"1983100000","1983","14000","Kanagawa-ken","","7,227,000",""
"1983100000","1983","15000","Niigata-ken","","2,469,000",""
"1983100000","1983","16000","Toyama-ken","","1,113,000",""
"1983100000","1983","17000","Ishikawa-ken","","1,141,000",""
"1983100000","1983","18000","Fukui-ken","","809,000",""
"1983100000","1983","19000","Yamanashi-ken","","820,000",""
"1983100000","1983","20000","Nagano-ken","","2,112,000",""
"1983100000","1983","21000","Gifu-ken","","2,004,000",""
"1983100000","1983","22000","Shizuoka-ken","","3,522,000",""
"1983100000","1983","23000","Aichi-ken","","6,353,000",""
"1983100000","1983","24000","Mie-ken","","1,728,000",""
"1983100000","1983","25000","Shiga-ken","","1,127,000",""
"1983100000","1983","26000","Kyoto-fu","","2,569,000",""
"1983100000","1983","27000","Osaka-fu","","8,588,000",""
"1983100000","1983","28000","Hyogo-ken","","5,227,000",""
"1983100000","1983","29000","Nara-ken","","1,273,000",""
"1983100000","1983","30000","Wakayama-ken","","1,090,000",""
"1983100000","1983","31000","Tottori-ken","","612,000",""
"1983100000","1983","32000","Shimane-ken","","790,000",""
"1983100000","1983","33000","Okayama-ken","","1,901,000",""
"1983100000","1983","34000","Hiroshima-ken","","2,793,000",""
"1983100000","1983","35000","Yamaguchi-ken","","1,600,000",""
"1983100000","1983","36000","Tokushima-ken","","831,000",""
"1983100000","1983","37000","Kagawa-ken","","1,014,000",""
"1983100000","1983","38000","Ehime-ken","","1,522,000",""
"1983100000","1983","39000","Kochi-ken","","838,000",""
"1983100000","1983","40000","Fukuoka-ken","","4,667,000",""
"1983100000","1983","41000","Saga-ken","","876,000",""
"1983100000","1983","42000","Nagasaki-ken","","1,596,000",""
"1983100000","1983","43000","Kumamoto-ken","","1,820,000",""
"1983100000","1983","44000","Oita-ken","","1,243,000",""
"1983100000","1983","45000","Miyazaki-ken","","1,170,000",""
"1983100000","1983","46000","Kagoshima-ken","","1,807,000",""
"1983100000","1983","47000","Okinawa-ken","","1,146,000",""
"1982100000","1982","01000","Hokkaido","","5,630,000",""
"1982100000","1982","02000","Aomori-ken","","1,527,000",""
"1982100000","1982","03000","Iwate-ken","","1,429,000",""
"1982100000","1982","04000","Miyagi-ken","","2,125,000",""
"1982100000","1982","05000","Akita-ken","","1,258,000",""
"1982100000","1982","06000","Yamagata-ken","","1,257,000",""
"1982100000","1982","07000","Fukushima-ken","","2,052,000",""
"1982100000","1982","08000","Ibaraki-ken","","2,636,000",""
"1982100000","1982","09000","Tochigi-ken","","1,822,000",""
"1982100000","1982","10000","Gumma-ken","","1,879,000",""
"1982100000","1982","11000","Saitama-ken","","5,615,000",""
"1982100000","1982","12000","Chiba-ken","","4,923,000",""
"1982100000","1982","13000","Tokyo-to","","11,650,000",""
"1982100000","1982","14000","Kanagawa-ken","","7,127,000",""
"1982100000","1982","15000","Niigata-ken","","2,465,000",""
"1982100000","1982","16000","Toyama-ken","","1,110,000",""
"1982100000","1982","17000","Ishikawa-ken","","1,134,000",""
"1982100000","1982","18000","Fukui-ken","","803,000",""
"1982100000","1982","19000","Yamanashi-ken","","813,000",""
"1982100000","1982","20000","Nagano-ken","","2,102,000",""
"1982100000","1982","21000","Gifu-ken","","1,990,000",""
"1982100000","1982","22000","Shizuoka-ken","","3,498,000",""
"1982100000","1982","23000","Aichi-ken","","6,309,000",""
"1982100000","1982","24000","Mie-ken","","1,716,000",""
"1982100000","1982","25000","Shiga-ken","","1,112,000",""
"1982100000","1982","26000","Kyoto-fu","","2,553,000",""
"1982100000","1982","27000","Osaka-fu","","8,543,000",""
"1982100000","1982","28000","Hyogo-ken","","5,198,000",""
"1982100000","1982","29000","Nara-ken","","1,254,000",""
"1982100000","1982","30000","Wakayama-ken","","1,090,000",""
"1982100000","1982","31000","Tottori-ken","","610,000",""
"1982100000","1982","32000","Shimane-ken","","790,000",""
"1982100000","1982","33000","Okayama-ken","","1,891,000",""
"1982100000","1982","34000","Hiroshima-ken","","2,777,000",""
"1982100000","1982","35000","Yamaguchi-ken","","1,597,000",""
"1982100000","1982","36000","Tokushima-ken","","830,000",""
"1982100000","1982","37000","Kagawa-ken","","1,010,000",""
"1982100000","1982","38000","Ehime-ken","","1,517,000",""
"1982100000","1982","39000","Kochi-ken","","836,000",""
"1982100000","1982","40000","Fukuoka-ken","","4,632,000",""
"1982100000","1982","41000","Saga-ken","","873,000",""
"1982100000","1982","42000","Nagasaki-ken","","1,595,000",""
"1982100000","1982","43000","Kumamoto-ken","","1,811,000",""
"1982100000","1982","44000","Oita-ken","","1,239,000",""
"1982100000","1982","45000","Miyazaki-ken","","1,166,000",""
"1982100000","1982","46000","Kagoshima-ken","","1,801,000",""
"1982100000","1982","47000","Okinawa-ken","","1,132,000",""
"1981100000","1981","01000","Hokkaido","","5,605,000",""
"1981100000","1981","02000","Aomori-ken","","1,526,000",""
"1981100000","1981","03000","Iwate-ken","","1,426,000",""
"1981100000","1981","04000","Miyagi-ken","","2,104,000",""
"1981100000","1981","05000","Akita-ken","","1,259,000",""
"1981100000","1981","06000","Yamagata-ken","","1,255,000",""
"1981100000","1981","07000","Fukushima-ken","","2,043,000",""
"1981100000","1981","08000","Ibaraki-ken","","2,595,000",""
"1981100000","1981","09000","Tochigi-ken","","1,807,000",""
"1981100000","1981","10000","Gumma-ken","","1,864,000",""
"1981100000","1981","11000","Saitama-ken","","5,520,000",""
"1981100000","1981","12000","Chiba-ken","","4,834,000",""
"1981100000","1981","13000","Tokyo-to","","11,626,000",""
"1981100000","1981","14000","Kanagawa-ken","","7,022,000",""
"1981100000","1981","15000","Niigata-ken","","2,459,000",""
"1981100000","1981","16000","Toyama-ken","","1,106,000",""
"1981100000","1981","17000","Ishikawa-ken","","1,127,000",""
"1981100000","1981","18000","Fukui-ken","","798,000",""
"1981100000","1981","19000","Yamanashi-ken","","809,000",""
"1981100000","1981","20000","Nagano-ken","","2,093,000",""
"1981100000","1981","21000","Gifu-ken","","1,975,000",""
"1981100000","1981","22000","Shizuoka-ken","","3,472,000",""
"1981100000","1981","23000","Aichi-ken","","6,266,000",""
"1981100000","1981","24000","Mie-ken","","1,702,000",""
"1981100000","1981","25000","Shiga-ken","","1,097,000",""
"1981100000","1981","26000","Kyoto-fu","","2,539,000",""
"1981100000","1981","27000","Osaka-fu","","8,509,000",""
"1981100000","1981","28000","Hyogo-ken","","5,171,000",""
"1981100000","1981","29000","Nara-ken","","1,233,000",""
"1981100000","1981","30000","Wakayama-ken","","1,088,000",""
"1981100000","1981","31000","Tottori-ken","","607,000",""
"1981100000","1981","32000","Shimane-ken","","787,000",""
"1981100000","1981","33000","Okayama-ken","","1,881,000",""
"1981100000","1981","34000","Hiroshima-ken","","2,761,000",""
"1981100000","1981","35000","Yamaguchi-ken","","1,592,000",""
"1981100000","1981","36000","Tokushima-ken","","827,000",""
"1981100000","1981","37000","Kagawa-ken","","1,005,000",""
"1981100000","1981","38000","Ehime-ken","","1,512,000",""
"1981100000","1981","39000","Kochi-ken","","833,000",""
"1981100000","1981","40000","Fukuoka-ken","","4,594,000",""
"1981100000","1981","41000","Saga-ken","","869,000",""
"1981100000","1981","42000","Nagasaki-ken","","1,594,000",""
"1981100000","1981","43000","Kumamoto-ken","","1,802,000",""
"1981100000","1981","44000","Oita-ken","","1,234,000",""
"1981100000","1981","45000","Miyazaki-ken","","1,158,000",""
"1981100000","1981","46000","Kagoshima-ken","","1,794,000",""
"1981100000","1981","47000","Okinawa-ken","","1,119,000",""
"1980100000","1980","01000","Hokkaido","","5,575,989",""
"1980100000","1980","02000","Aomori-ken","","1,523,907",""
"1980100000","1980","03000","Iwate-ken","","1,421,927",""
"1980100000","1980","04000","Miyagi-ken","","2,082,320",""
"1980100000","1980","05000","Akita-ken","","1,256,745",""
"1980100000","1980","06000","Yamagata-ken","","1,251,917",""
"1980100000","1980","07000","Fukushima-ken","","2,035,272",""
"1980100000","1980","08000","Ibaraki-ken","","2,558,007",""
"1980100000","1980","09000","Tochigi-ken","","1,792,201",""
"1980100000","1980","10000","Gumma-ken","","1,848,562",""
"1980100000","1980","11000","Saitama-ken","","5,420,480",""
"1980100000","1980","12000","Chiba-ken","","4,735,424",""
"1980100000","1980","13000","Tokyo-to","","11,618,281",""
"1980100000","1980","14000","Kanagawa-ken","","6,924,348",""
"1980100000","1980","15000","Niigata-ken","","2,451,357",""
"1980100000","1980","16000","Toyama-ken","","1,103,459",""
"1980100000","1980","17000","Ishikawa-ken","","1,119,304",""
"1980100000","1980","18000","Fukui-ken","","794,354",""
"1980100000","1980","19000","Yamanashi-ken","","804,256",""
"1980100000","1980","20000","Nagano-ken","","2,083,934",""
"1980100000","1980","21000","Gifu-ken","","1,960,107",""
"1980100000","1980","22000","Shizuoka-ken","","3,446,804",""
"1980100000","1980","23000","Aichi-ken","","6,221,638",""
"1980100000","1980","24000","Mie-ken","","1,686,936",""
"1980100000","1980","25000","Shiga-ken","","1,079,898",""
"1980100000","1980","26000","Kyoto-fu","","2,527,330",""
"1980100000","1980","27000","Osaka-fu","","8,473,446",""
"1980100000","1980","28000","Hyogo-ken","","5,144,892",""
"1980100000","1980","29000","Nara-ken","","1,209,365",""
"1980100000","1980","30000","Wakayama-ken","","1,087,012",""
"1980100000","1980","31000","Tottori-ken","","604,221",""
"1980100000","1980","32000","Shimane-ken","","784,795",""
"1980100000","1980","33000","Okayama-ken","","1,871,023",""
"1980100000","1980","34000","Hiroshima-ken","","2,739,161",""
"1980100000","1980","35000","Yamaguchi-ken","","1,587,079",""
"1980100000","1980","36000","Tokushima-ken","","825,261",""
"1980100000","1980","37000","Kagawa-ken","","999,864",""
"1980100000","1980","38000","Ehime-ken","","1,506,637",""
"1980100000","1980","39000","Kochi-ken","","831,275",""
"1980100000","1980","40000","Fukuoka-ken","","4,553,461",""
"1980100000","1980","41000","Saga-ken","","865,574",""
"1980100000","1980","42000","Nagasaki-ken","","1,590,564",""
"1980100000","1980","43000","Kumamoto-ken","","1,790,327",""
"1980100000","1980","44000","Oita-ken","","1,228,913",""
"1980100000","1980","45000","Miyazaki-ken","","1,151,587",""
"1980100000","1980","46000","Kagoshima-ken","","1,784,623",""
"1980100000","1980","47000","Okinawa-ken","","1,106,559",""
